company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
nortonlifelock,nortonlifelock inc,,https://en.wikipedia.org/wiki/Special:Search?search=nortonlifelock,"NortonLifeLock Inc. (formerly known as Symantec /sɪˈmænˌtɛk/) is an American software company headquartered in Tempe, Arizona, United States. The company provides cybersecurity software and services. NortonLifeLock is a Fortune 500 company and a member of the S&P 500 stock-market index. The company also has development centers in Pune, Chennai and Bangalore.",https://en.wikipedia.org/wiki/NortonLifeLock,https://www.nortonlifelock.com/,,,2021-03-15
viasat inc,"viasat; viasat, inc.; viasat broadcasting",,https://en.wikipedia.org/wiki/Special:Search?search=viasat+inc,"Viasat Inc. is an American communications company based in Carlsbad, California, with additional operations across the United States and worldwide. Viasat is a provider of high-speed satellite broadband services and secure networking systems covering military and commercial markets.[",https://en.wikipedia.org/wiki/Viasat_(American_company),http://www.viasat.com/,,,2021-03-15
cummins inc,cummins inc.; cummins,,https://en.wikipedia.org/wiki/Special:Search?search=cummins+inc,"Cummins is an American multinational corporation that designs, manufactures, and distributes engines, filtration, and power generation products.[2] Cummins also services engines and related equipment, including fuel systems, controls, air handling, filtration, emission control, electrical power generation systems, and trucks.",https://en.wikipedia.org/wiki/Cummins,http://www.cummins.com/,,,2021-03-15
aisimba,"小狮科技; xiaoshi keji; 武汉小狮科技有限公司; wuhan xiaoshi technology co., ltd.; xiaoshi technology",,https://en.wikipedia.org/wiki/Special:Search?search=aisimba,,,http://www.aisimba.com/,武汉小狮科技有限公司成立于2016年，多年来致力于为用户提供自动驾驶与智能运载服务，是国内提供无人驾驶系统多元解决方案的企业之一。经过四年深度技术研发，现拥有全栈软硬件核心技术，全球100项核心专利、软著，10000+小时商业交付案例以及50+家行业龙头企业合作，小狮科技已经被市场和行业广泛认可。,http://www.aisimba.com/h-col-105.html,2021-03-15
triooo,"禧涤智能; 禧涤智能(北京)科技有限公; xidi zhineng; triooo technology; xidi intelligent (beijing) technology co., ltd.",,https://en.wikipedia.org/wiki/Special:Search?search=triooo,,,http://triooo.ai/,禧涤智能(北京)科技有限公司创立于2016年底，致力于商用清洁服务领域的创新与探索，是国内前端的商用智能清洁机器人服务商。投资人均来自知名VC与相关行业龙头，并拥有清洁行业资深管理者、机器人设计及人工智能领域顶尖专家加盟。,http://triooo.ai,2021-03-15
yyd robo,"shenzhen yongyida robot co., ltd.; 勇艺达机器人; 深圳勇艺达机器人有限公司; yongyida jiqiren; yyd robo",,https://en.wikipedia.org/wiki/Special:Search?search=yyd+robo,,,http://www.yydrobot.com/,深圳勇艺达机器人有限公司是一家专注于安全教育+安全服务的人工智能大数据公司，主要产品为针对消费者的安全教育机器人和针对机场等场景的商用服务机器人。,http://www.yydrobot.com/about.html,2021-03-15
bridgewater associates,"bridgewater; bridgewater associates, lp",,https://en.wikipedia.org/wiki/Special:Search?search=bridgewater+associates,"Bridgewater Associates is an American investment management firm founded by Ray Dalio in 1975. The firm serves institutional clients including pension funds, endowments, foundations, foreign governments, and central banks.",https://en.wikipedia.org/wiki/Bridgewater_Associates,http://www.bwater.com/,,,2021-03-15
scientific research corp,scientific research corporation; src,NA,https://en.wikipedia.org/wiki/Special:Search?search=scientific+research+corp,,,http://www.scires.com/,"Scientific Research Corporation was founded in 1988 to provide innovative solutions to the U.S. Government, private industry, and international markets. Since its inception, SRC has continued to successfully meet emerging challenges in the marketplace and consistently deliver the highest quality products and technical services to its customers.",https://www.scires.com/Who-We-Are/Who-We-Are,2021-03-15
iap worldwide services inc,"iap worldwide services; iap; iap worldwide services, inc.",NA,https://en.wikipedia.org/wiki/Special:Search?search=iap+worldwide+services+inc,,,https://www.iapws.com,"Give us your most demanding challenges, and IAP will deliver every time. Our ability to solve problems quickly, resourcefully, and effectively is matched only by our unwavering commitment to your team and mission. IAP uses a global network of integrated capabilities to ensure the U.S. government is capable of fulfilling its many missions in any dynamic environment. We are prepared to meet the challenges of the global environment.",https://www.iapws.com,2021-03-15
mutuo health solutions,mutuo health; mutuo; autoscribe; mutuo health solutions inc.,SaaS,https://en.wikipedia.org/wiki/Special:Search?search=mutuo+health+solutions,,,https://mutuohealth.com,"AutoScribe uses hands-free speech 
recognition and Artificial Intelligence 
to help reduce time consuming 
manual clinical documentation, 
freeing clinicians to place 
their focus where it should be – 
on their patients.",https://mutuohealth.com,2021-03-15
idex corporation,idex; idex corp,NYSE: IEX,https://en.wikipedia.org/wiki/Special:Search?search=idex+corporation,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products. IDEX Corporation's products, which include pumps, clamping systems, flow meters, optical filters, powder processing equipment, hydraulic rescue tools, and fire suppression equipment, are used in a variety of industries ranging from agriculture to semiconductor manufacturing.",https://en.wikipedia.org/wiki/IDEX_Corporation,http://www.idexcorp.com/,,,2021-03-15
nash,nash exchange; neon exchange; nex; nex (neon exchange); neon exchange ag,Pay. Trade. Invest.,https://en.wikipedia.org/wiki/Special:Search?search=nash,,,https://nash.io,"Nash offers lightning-fast trading across the Bitcoin, Ethereum and NEO blockchains, supporting advanced order types and API integrations.",https://nash.io,2021-03-15
alpha beta investments lp,,A.I. Quant Hedge Fund,https://en.wikipedia.org/wiki/Special:Search?search=alpha+beta+investments+lp,,,http://www.alphabetalp.com,,,2021-03-15
csx corp.,csx corp; csx; csx corporation,Transportation Suppliers,https://en.wikipedia.org/wiki/Special:Search?search=csx+corp.,"CSX Corporation is an American holding company focused on rail transportation and real estate in North America, among other industries. The company was established in 1980 as part of the Chessie System and Seaboard Coast Line Industries merger. The various railroads of the former Chessie System and Seaboard Coast Line Industries that are now owned by CSX Corporation were eventually merged into a single line in 1986 and it became known as CSX Transportation. CSX Corporation currently has a number of subsidiaries beyond CSX Transportation. Based in Richmond, Virginia, USA after the merger, in 2003 the CSX Corporation headquarters moved to Jacksonville, Florida. CSX is a Fortune 500 company.",https://en.wikipedia.org/wiki/CSX_Corporation,https://www.csx.com/,,,2021-03-15
silo,silo technologies; silo inc,The Future of Agriculture,https://en.wikipedia.org/wiki/Special:Search?search=silo,,,https://usesilo.com,"Buy and sell wholesale produce, protein, dairy, and shelf-stable food in minutes.",https://usesilo.com,2021-03-15
computable labs,computable; computable labs; comutable labs,Unlocking the world's data,https://en.wikipedia.org/wiki/Special:Search?search=computable+labs,,,https://www.computable.io/,Computable's open source protocol enables a fair economic system and decentralized governance structure for organizing and sharing data on the Internet.,https://www.computable.io/,2021-03-15
perceptive automata,perceptive automata inc,Human Intuition for Machines,https://en.wikipedia.org/wiki/Special:Search?search=perceptive+automata,,,https://perceptiveautomata.com,"At Perceptive Automata, we’ve solved one of the hardest problems for robotic systems. We use our understanding of human behavior to enable the large-scale deployment of automated systems in human-dominated environments. ",https://www.perceptiveautomata.com/about-us,2021-03-15
aifi,aifi inc.,Automating the world's stores,https://en.wikipedia.org/wiki/Special:Search?search=aifi,"AiFi, Inc. is a privately-held automated retail technology company with a computer vision and sensor-based shopping platform for self-service autonomous brick and mortar stores. AiFi works with retailers including Ahold Delhaize's Albert Heijn brand (Netherlands), Carrefour (France), and Żabka (Poland).",https://en.wikipedia.org/wiki/AiFi,http://aifi.io,,,2021-03-15
second spectrum,"second spectrum, inc.",The Next Way of Seeing Things,https://en.wikipedia.org/wiki/Special:Search?search=second+spectrum,,,http://www.secondspectrum.com/,"Second Spectrum is the Official Tracking Provider for the NBA, Premier League, and MLS, and provides an unparalleled machine understanding of every game. In partnership with these leagues, Second Spectrum has created never before seen products and experiences for coaches, analysts, players, producers, storytellers, and fans everywhere.",http://www.secondspectrum.com/,2021-03-15
